customer_id,signup_date,region,gender,age
103,2020-03-22,Ontario,Male,54
104,2024-01-06,Quebec,Female,36
105,2022-11-07,Alberta,Female,48
106,2020-11-17,Ontario,Male,19
107,2020-05-21,Quebec,Female,23
108,2022-12-07,British Columbia,Male,28
109,2020-01-22,Ontario,Male,47
110,2020-05-21,Ontario,Female,28
111,2022-02-10,Ontario,Female,26
112,2020-10-18,Ontario,Female,46
113,2024-01-06,Alberta,Male,54
114,2021-02-15,British Columbia,Female,33
115,2022-06-10,Quebec,Male,33
116,2023-07-05,Alberta,Male,43
117,2023-05-06,British Columbia,Female,29
118,2021-03-17,Ontario,Female,56
119,2024-06-04,Alberta,Male,29
120,2022-09-08,Quebec,Female,43
121,2024-02-05,British Columbia,Male,19
122,2022-11-07,Alberta,Male,59
123,2023-12-02,Ontario,Male,52
124,2021-05-16,Ontario,Female,34
125,2021-08-14,Ontario,Female,35
126,2023-12-02,Quebec,Male,28
127,2020-03-22,British Columbia,Male,38
128,2024-01-06,Alberta,Female,62
129,2020-09-18,Ontario,Female,54
130,2020-01-22,Quebec,Female,31
131,2020-06-20,Quebec,Male,49
132,2021-12-12,Ontario,Male,27
133,2022-06-10,Ontario,Female,33
134,2024-08-03,Ontario,Female,44
135,2024-04-05,Alberta,Male,54
136,2020-08-19,Ontario,Female,52
137,2020-01-22,Quebec,Male,23
138,2023-04-06,British Columbia,Male,58
139,2024-08-03,Ontario,Male,39
140,2023-08-04,Manitoba,Male,40
141,2023-11-02,Manitoba,Male,24
142,2021-08-14,Ontario,Female,65
143,2021-08-14,Quebec,Male,29
144,2022-11-07,Ontario,Male,56
145,2024-01-06,Ontario,Female,37
146,2021-11-12,Ontario,Female,23
147,2020-12-17,Quebec,Female,33
148,2023-12-02,Quebec,Female,28
149,2021-01-16,Ontario,Female,50
150,2023-02-05,Ontario,Female,54
151,2024-08-03,Alberta,Female,56
152,2021-12-12,Ontario,Female,41
153,2020-12-17,Ontario,Female,21
154,2022-12-07,Quebec,Female,37
155,2021-04-16,Manitoba,Female,57
156,2020-09-18,Ontario,Male,59
157,2021-10-13,Quebec,Female,33
158,2020-03-22,British Columbia,Male,42
159,2022-06-10,Ontario,Female,23
160,2023-12-02,British Columbia,Male,52
161,2021-12-12,Ontario,Male,48
162,2023-04-06,Quebec,Female,27
163,2020-04-21,Quebec,Female,46
164,2020-04-21,Quebec,Female,43
165,2021-08-14,Ontario,Male,30
166,2021-06-15,British Columbia,Female,34
167,2021-08-14,Ontario,Male,26
168,2024-10-02,Ontario,Male,33
169,2020-11-17,Ontario,Female,65
170,2024-03-06,Quebec,Female,32
171,2021-09-13,Quebec,Female,40
172,2021-08-14,Ontario,Female,58
173,2023-10-03,Quebec,Male,53
174,2022-04-11,Ontario,Male,20
175,2022-02-10,Quebec,Male,40
176,2022-07-10,Ontario,Female,23
177,2023-12-02,Quebec,Female,53
178,2022-08-09,Ontario,Female,23
179,2022-02-10,Alberta,Female,37
180,2023-01-06,Ontario,Male,61
181,2023-01-06,Ontario,Female,44
182,2020-06-20,Ontario,Male,53
183,2022-02-10,Alberta,Female,48
184,2023-05-06,Alberta,Female,32
185,2023-01-06,Ontario,Male,39
186,2023-12-02,Quebec,Male,58
187,2020-12-17,British Columbia,Female,48
188,2021-08-14,Quebec,Female,45
189,2024-06-04,Quebec,Male,58
190,2021-08-14,Ontario,Female,56
191,2023-04-06,Ontario,Male,48
192,2024-07-04,Alberta,Female,33
193,2021-08-14,Alberta,Female,25
194,2020-07-20,Quebec,Male,35
195,2022-01-11,Ontario,Male,21
196,2021-05-16,Ontario,Male,19
197,2023-10-03,British Columbia,Male,62
198,2022-07-10,Alberta,Female,23
199,2023-02-05,Alberta,Male,22
200,2020-07-20,British Columbia,Male,25
201,2021-03-17,Quebec,Male,40
202,2020-02-21,Ontario,Female,21
203,2020-09-18,Ontario,Male,23
204,2020-11-17,Alberta,Female,42
205,2024-10-02,Quebec,Female,57
206,2022-11-07,Ontario,Female,47
207,2022-01-11,Ontario,Male,24
208,2020-08-19,Quebec,Male,33
209,2021-06-15,Ontario,Female,32
210,2020-07-20,Ontario,Female,41
211,2024-02-05,Quebec,Female,47
212,2021-08-14,Quebec,Male,34
213,2022-05-11,Quebec,Male,51
214,2022-04-11,Ontario,Female,28
215,2021-03-17,British Columbia,Male,18
216,2020-12-17,Ontario,Male,44
217,2020-12-17,Ontario,Female,45
218,2022-09-08,British Columbia,Male,57
219,2023-10-03,Quebec,Female,62
220,2020-10-18,British Columbia,Female,34
221,2022-04-11,Quebec,Female,35
222,2020-11-17,Quebec,Female,46
223,2022-04-11,Ontario,Female,55
224,2020-04-21,Ontario,Male,21
225,2024-03-06,Ontario,Female,43
226,2021-12-12,Ontario,Female,41
227,2023-04-06,Manitoba,Female,29
228,2021-09-13,Ontario,Female,31
229,2024-07-04,Alberta,Female,38
230,2020-08-19,Quebec,Female,28
231,2024-11-01,British Columbia,Male,26
232,2023-02-05,Quebec,Male,32
233,2021-06-15,Quebec,Male,36
234,2021-08-14,Quebec,Male,33
235,2021-04-16,Ontario,Female,39
236,2020-08-19,British Columbia,Female,51
237,2022-12-07,Ontario,Male,57
238,2020-03-22,Ontario,Female,31
239,2021-03-17,Quebec,Female,38
240,2022-05-11,Ontario,Female,34
241,2021-08-14,Alberta,Male,42
242,2024-12-01,Manitoba,Female,46
243,2022-09-08,Alberta,Male,46
244,2024-08-03,Ontario,Male,41
245,2024-02-05,Ontario,Female,51
246,2021-03-17,Alberta,Female,54
247,2023-05-06,Quebec,Male,63
248,2024-06-04,Manitoba,Female,65
249,2021-03-17,Manitoba,Female,45
250,2020-07-20,Alberta,Female,25
251,2022-08-09,Ontario,Female,20
252,2023-08-04,Ontario,Male,40
253,2023-11-02,Alberta,Female,32
254,2020-04-21,Ontario,Female,31
255,2020-07-20,Ontario,Female,53
256,2020-06-20,Quebec,Male,31
257,2022-07-10,Alberta,Female,30
258,2022-07-10,Quebec,Female,55
259,2021-06-15,Quebec,Male,63
260,2020-01-22,Ontario,Female,46
261,2022-04-11,Quebec,Male,58
262,2024-02-05,Manitoba,Male,18
263,2021-05-16,Ontario,Female,31
264,2023-08-04,Quebec,Female,56
265,2023-04-06,Alberta,Female,26
266,2021-11-12,British Columbia,Male,45
267,2020-07-20,Quebec,Male,43
268,2023-09-03,British Columbia,Female,37
269,2021-05-16,Ontario,Female,48
270,2022-07-10,Ontario,Female,30
271,2022-04-11,British Columbia,Male,58
272,2024-02-05,British Columbia,Female,25
273,2024-07-04,Alberta,Female,54
274,2024-08-03,Alberta,Female,54
275,2023-08-04,Quebec,Female,41
276,2021-01-16,Quebec,Male,32
277,2021-04-16,British Columbia,Male,47
278,2021-01-16,Quebec,Female,18
279,2022-09-08,British Columbia,Male,62
280,2023-10-03,British Columbia,Male,35
281,2020-12-17,Alberta,Female,43
282,2022-02-10,Ontario,Female,29
283,2021-02-15,Ontario,Female,37
284,2020-03-22,Ontario,Male,45
285,2023-05-06,Quebec,Female,47
286,2024-04-05,Ontario,Male,64
287,2024-05-05,Quebec,Female,40
288,2024-05-05,Quebec,Male,24
289,2024-03-06,Ontario,Male,39
290,2023-08-04,Quebec,Female,42
291,2024-10-02,Ontario,Male,59
292,2022-05-11,Ontario,Male,47
293,2022-03-12,British Columbia,Male,62
294,2022-07-10,Ontario,Male,45
295,2024-03-06,Ontario,Male,19
296,2020-06-20,Quebec,Male,42
297,2023-08-04,British Columbia,Male,44
298,2020-10-18,Ontario,Female,31
299,2024-05-05,Quebec,Female,60
300,2024-03-06,Ontario,Male,47
301,2021-02-15,Ontario,Female,32
302,2020-03-22,Quebec,Female,41
303,2023-02-05,Quebec,Female,31
304,2020-01-22,Quebec,Male,47
305,2024-11-01,British Columbia,Female,45
306,2022-09-08,Manitoba,Male,41
307,2022-03-12,Quebec,Male,29
308,2024-03-06,Ontario,Male,30
309,2024-12-01,British Columbia,Female,57
310,2020-07-20,Ontario,Female,40
311,2023-08-04,Quebec,Female,40
312,2023-10-03,Ontario,Female,65
313,2023-10-03,Ontario,Female,50
314,2022-05-11,Manitoba,Female,32
315,2024-04-05,British Columbia,Male,58
316,2022-04-11,Quebec,Female,23
317,2024-08-03,Quebec,Female,18
318,2024-06-04,Ontario,Female,43
319,2022-02-10,Ontario,Male,53
320,2021-02-15,Ontario,Male,27
321,2020-01-22,Quebec,Female,42
322,2022-01-11,British Columbia,Male,35
323,2021-03-17,Quebec,Male,56
324,2022-12-07,Ontario,Male,61
325,2020-12-17,Manitoba,Female,44
326,2022-10-08,British Columbia,Female,50
327,2020-09-18,Quebec,Male,31
328,2024-12-01,Quebec,Male,64
329,2020-11-17,Quebec,Male,38
330,2020-01-22,Ontario,Female,59
331,2021-04-16,Ontario,Female,55
332,2024-12-01,British Columbia,Male,31
333,2020-12-17,Ontario,Male,65
334,2023-07-05,Ontario,Female,32
335,2023-02-05,Ontario,Female,47
336,2023-04-06,Ontario,Male,36
337,2020-01-22,Alberta,Female,52
338,2022-09-08,British Columbia,Male,63
339,2020-07-20,Quebec,Male,44
340,2022-12-07,Ontario,Female,50
341,2022-03-12,Quebec,Male,34
342,2021-08-14,Quebec,Male,25
343,2021-06-15,Ontario,Male,45
344,2023-04-06,Quebec,Male,25
345,2020-08-19,Ontario,Female,23
346,2022-11-07,Quebec,Male,42
347,2020-11-17,Quebec,Male,47
348,2020-01-22,Ontario,Female,40
349,2020-11-17,Ontario,Male,44
350,2021-01-16,Quebec,Male,34
351,2020-10-18,Quebec,Male,22
352,2024-06-04,Alberta,Female,40
353,2020-02-21,Quebec,Female,61
354,2023-03-07,Ontario,Male,49
355,2022-01-11,Ontario,Female,21
356,2021-12-12,Quebec,Female,26
357,2023-01-06,Ontario,Male,43
358,2022-08-09,Quebec,Female,43
359,2023-07-05,Alberta,Male,65
360,2024-11-01,Quebec,Female,22
361,2024-10-02,Ontario,Female,25
362,2021-03-17,Quebec,Male,44
363,2020-09-18,Quebec,Male,52
364,2020-07-20,Quebec,Male,63
365,2021-11-12,Alberta,Female,28
366,2021-10-13,Ontario,Female,36
367,2024-09-02,Manitoba,Male,31
368,2021-12-12,Alberta,Male,65
369,2024-08-03,Ontario,Female,59
370,2021-06-15,Ontario,Female,32
371,2020-05-21,Ontario,Male,62
372,2022-08-09,Ontario,Female,45
373,2021-05-16,Ontario,Male,50
374,2021-05-16,Quebec,Female,37
375,2020-09-18,Ontario,Female,27
376,2021-11-12,Ontario,Female,29
377,2020-04-21,British Columbia,Male,22
378,2024-08-03,Ontario,Male,51
379,2023-04-06,British Columbia,Male,47
380,2021-07-15,Ontario,Male,30
381,2021-03-17,Ontario,Male,62
382,2020-01-22,Quebec,Female,24
383,2020-03-22,Quebec,Female,55
384,2021-03-17,Alberta,Male,36
385,2022-12-07,British Columbia,Male,35
386,2023-03-07,British Columbia,Male,47
387,2021-09-13,Ontario,Female,61
388,2022-08-09,Ontario,Female,64
389,2022-04-11,British Columbia,Male,32
390,2022-09-08,British Columbia,Female,53
391,2022-02-10,Manitoba,Male,62
392,2021-11-12,Quebec,Male,55
393,2022-04-11,Ontario,Female,46
394,2022-06-10,British Columbia,Female,39
395,2023-05-06,Ontario,Female,31
396,2020-10-18,Alberta,Male,48
397,2023-02-05,Alberta,Female,29
398,2022-06-10,Quebec,Female,65
399,2021-12-12,British Columbia,Female,45
400,2023-09-03,British Columbia,Male,19
401,2023-08-04,Ontario,Male,34
402,2022-10-08,Alberta,Male,38
403,2022-03-12,Quebec,Male,24
404,2024-05-05,British Columbia,Male,29
405,2020-11-17,Ontario,Female,39
406,2020-04-21,Alberta,Male,57
407,2021-02-15,Ontario,Male,44
408,2022-07-10,Ontario,Male,55
409,2023-06-05,Alberta,Male,51
410,2020-05-21,Ontario,Male,54
411,2023-06-05,Ontario,Female,27
412,2020-01-22,Manitoba,Male,65
413,2021-09-13,Manitoba,Female,18
414,2023-06-05,Quebec,Male,35
415,2023-07-05,Quebec,Male,55
416,2023-02-05,Quebec,Female,51
417,2022-11-07,Ontario,Female,41
418,2024-09-02,Ontario,Female,61
419,2023-03-07,Quebec,Female,31
420,2020-09-18,British Columbia,Male,26
421,2023-04-06,British Columbia,Female,50
422,2021-09-13,British Columbia,Female,25
423,2023-06-05,Ontario,Female,64
424,2022-01-11,Quebec,Male,19
425,2020-12-17,Ontario,Male,18
426,2021-02-15,Quebec,Female,25
427,2020-02-21,Quebec,Male,24
428,2022-11-07,Alberta,Female,25
429,2022-07-10,Ontario,Female,41
430,2021-05-16,Ontario,Male,60
431,2022-09-08,Ontario,Female,37
432,2020-04-21,British Columbia,Male,18
433,2021-06-15,Quebec,Male,20
434,2022-09-08,Ontario,Male,63
435,2022-08-09,Ontario,Female,24
436,2020-09-18,British Columbia,Female,47
437,2023-06-05,Ontario,Male,59
438,2020-04-21,British Columbia,Female,33
439,2021-03-17,British Columbia,Male,24
440,2020-07-20,Ontario,Female,37
441,2021-05-16,Ontario,Female,52
442,2021-02-15,Manitoba,Female,62
443,2020-09-18,Ontario,Male,65
444,2024-03-06,Ontario,Female,56
445,2021-04-16,British Columbia,Male,30
446,2023-03-07,Alberta,Female,49
447,2023-04-06,Manitoba,Male,58
448,2024-09-02,British Columbia,Male,62
449,2021-08-14,Ontario,Male,19
450,2024-04-05,Ontario,Female,30
451,2021-02-15,British Columbia,Female,33
452,2022-12-07,Quebec,Male,20
453,2020-06-20,Quebec,Female,60
454,2022-03-12,Alberta,Male,31
455,2020-07-20,Ontario,Female,36
456,2023-03-07,Quebec,Female,32
457,2022-03-12,Ontario,Male,48
458,2024-02-05,Quebec,Female,49
459,2020-08-19,Ontario,Female,63
460,2021-01-16,Ontario,Male,26
461,2023-01-06,Ontario,Female,62
462,2022-11-07,Quebec,Male,23
463,2023-04-06,British Columbia,Male,46
464,2022-05-11,Quebec,Female,58
465,2022-12-07,Manitoba,Male,45
466,2020-03-22,Ontario,Male,52
467,2024-02-05,Ontario,Male,59
468,2022-04-11,Alberta,Female,42
469,2021-10-13,Ontario,Female,31
470,2023-07-05,Manitoba,Female,22
471,2024-10-02,Ontario,Male,64
472,2020-03-22,Manitoba,Female,41
473,2022-08-09,Ontario,Male,39
474,2022-01-11,Alberta,Male,35
475,2022-09-08,Quebec,Female,55
476,2023-05-06,Manitoba,Male,28
477,2021-12-12,Ontario,Male,19
478,2020-11-17,Quebec,Male,61
479,2021-06-15,Manitoba,Female,64
480,2020-12-17,Quebec,Male,38
481,2022-07-10,Quebec,Female,51
482,2022-02-10,Quebec,Female,53
483,2023-10-03,Quebec,Male,37
484,2024-10-02,Quebec,Female,29
485,2020-08-19,Quebec,Male,24
486,2021-02-15,Alberta,Male,62
487,2022-03-12,Ontario,Female,46
488,2023-08-04,Ontario,Female,45
489,2020-03-22,Manitoba,Female,59
490,2020-12-17,Alberta,Female,18
491,2022-01-11,Quebec,Male,57
492,2022-06-10,Quebec,Male,40
493,2021-09-13,Ontario,Female,59
494,2020-06-20,Ontario,Female,60
495,2020-02-21,Quebec,Male,29
496,2021-01-16,Ontario,Male,52
497,2023-04-06,Quebec,Female,34
498,2021-07-15,Ontario,Female,44
499,2023-05-06,Manitoba,Male,29
500,2020-02-21,Manitoba,Female,39
501,2024-01-06,Quebec,Male,29
502,2024-11-01,Quebec,Male,53
503,2023-09-03,Ontario,Male,63
504,2024-02-05,British Columbia,Female,53
505,2021-07-15,Quebec,Male,19
506,2024-01-06,Ontario,Female,50
507,2022-06-10,Alberta,Female,20
508,2022-03-12,British Columbia,Male,51
509,2021-04-16,Alberta,Male,33
510,2020-11-17,British Columbia,Female,64
511,2023-09-03,Quebec,Male,53
512,2022-04-11,Quebec,Male,32
513,2024-09-02,Alberta,Female,34
514,2021-04-16,Alberta,Male,24
515,2022-05-11,Ontario,Male,23
516,2021-12-12,Ontario,Male,30
517,2023-07-05,Ontario,Female,34
518,2024-10-02,British Columbia,Female,64
519,2021-07-15,Manitoba,Male,34
520,2022-09-08,Ontario,Female,36
521,2020-08-19,Quebec,Female,61
522,2020-10-18,Ontario,Male,21
523,2021-07-15,Manitoba,Female,52
524,2022-06-10,British Columbia,Female,56
525,2022-06-10,British Columbia,Male,52
526,2023-01-06,Quebec,Male,21
527,2022-09-08,Quebec,Female,63
528,2023-06-05,Ontario,Male,57
529,2023-12-02,Ontario,Female,24
530,2021-12-12,Alberta,Male,19
531,2022-06-10,British Columbia,Female,58
532,2024-12-01,Manitoba,Male,26
533,2022-03-12,Manitoba,Male,51
534,2021-06-15,Quebec,Male,55
535,2020-01-22,British Columbia,Female,39
536,2020-04-21,Alberta,Male,41
537,2022-11-07,British Columbia,Female,52
538,2020-11-17,Ontario,Male,63
539,2023-11-02,Quebec,Male,37
540,2020-09-18,Ontario,Female,58
541,2023-02-05,Manitoba,Female,24
542,2022-08-09,Quebec,Male,65
543,2023-05-06,Ontario,Male,25
544,2020-01-22,Quebec,Female,62
545,2020-11-17,Quebec,Male,54
546,2020-06-20,Ontario,Female,46
547,2022-04-11,Ontario,Male,35
548,2020-02-21,Quebec,Male,19
549,2020-10-18,Quebec,Female,39
550,2024-04-05,British Columbia,Female,31
551,2023-01-06,Quebec,Female,46
552,2023-04-06,Alberta,Male,58
553,2023-11-02,Quebec,Male,61
554,2024-10-02,Quebec,Male,44
555,2024-05-05,Alberta,Female,41
556,2022-10-08,Quebec,Male,64
557,2023-10-03,Ontario,Male,51
558,2023-06-05,Ontario,Male,48
559,2022-10-08,British Columbia,Female,33
560,2024-09-02,Quebec,Male,29
561,2020-09-18,British Columbia,Male,54
562,2023-10-03,Ontario,Female,26
563,2024-08-03,Ontario,Female,56
564,2024-08-03,Ontario,Female,22
565,2023-12-02,Ontario,Female,49
566,2021-02-15,Quebec,Male,28
567,2024-10-02,Ontario,Female,56
568,2024-10-02,Quebec,Female,33
569,2023-11-02,Alberta,Male,25
570,2022-09-08,Ontario,Male,57
571,2020-11-17,Quebec,Female,49
572,2024-07-04,British Columbia,Male,55
573,2020-10-18,Ontario,Female,24
574,2023-06-05,Quebec,Female,26
575,2020-04-21,Alberta,Male,37
576,2021-01-16,Alberta,Female,61
577,2024-06-04,Ontario,Male,39
578,2021-08-14,Alberta,Male,51
579,2023-08-04,Quebec,Female,33
580,2024-05-05,Ontario,Female,43
581,2020-08-19,Quebec,Male,42
582,2022-12-07,Manitoba,Male,38
583,2022-01-11,Quebec,Female,59
584,2024-09-02,Ontario,Male,35
585,2020-10-18,Quebec,Female,29
586,2023-06-05,Ontario,Female,60
587,2020-07-20,Ontario,Female,63
588,2023-05-06,Ontario,Male,54
589,2021-04-16,Ontario,Male,64
590,2021-02-15,Ontario,Female,35
591,2021-01-16,Ontario,Female,28
592,2021-03-17,Quebec,Male,57
593,2024-01-06,Ontario,Male,35
594,2022-04-11,Ontario,Male,48
595,2021-06-15,Alberta,Female,19
596,2022-01-11,Quebec,Male,63
597,2021-07-15,Quebec,Female,28
598,2020-12-17,Ontario,Female,32
599,2023-04-06,Ontario,Male,54
600,2021-02-15,Ontario,Female,24
601,2021-11-12,Ontario,Male,52
602,2022-06-10,Ontario,Male,61
603,2023-07-05,Ontario,Female,48
604,2020-04-21,Ontario,Male,47
605,2023-03-07,Ontario,Male,51
606,2021-02-15,Quebec,Male,50
607,2023-04-06,Ontario,Female,54
608,2023-09-03,Ontario,Female,24
609,2021-01-16,Quebec,Female,57
610,2024-04-05,Quebec,Male,41
611,2022-08-09,Ontario,Female,43
612,2021-06-15,British Columbia,Female,56
613,2021-10-13,Quebec,Female,24
614,2024-05-05,Ontario,Male,48
615,2021-02-15,Alberta,Male,29
616,2022-12-07,Alberta,Male,20
617,2022-02-10,Ontario,Female,35
618,2023-07-05,Ontario,Female,44
619,2020-11-17,British Columbia,Male,37
620,2021-10-13,British Columbia,Female,34
621,2020-06-20,Ontario,Female,30
622,2024-06-04,Ontario,Female,34
623,2021-12-12,Ontario,Male,30
624,2022-02-10,Quebec,Female,21
625,2020-09-18,Quebec,Male,39
626,2021-08-14,Ontario,Male,42
627,2022-09-08,Quebec,Male,51
628,2024-12-01,British Columbia,Female,32
629,2022-03-12,Ontario,Female,39
630,2022-04-11,Ontario,Female,25
631,2020-04-21,British Columbia,Female,36
632,2021-05-16,Alberta,Male,65
633,2021-08-14,Quebec,Male,48
634,2021-07-15,Quebec,Male,61
635,2024-04-05,Ontario,Female,35
636,2020-05-21,Quebec,Male,63
637,2022-01-11,Quebec,Male,43
638,2021-09-13,Ontario,Female,24
639,2022-08-09,Ontario,Male,33
640,2022-10-08,Ontario,Male,20
641,2022-11-07,Ontario,Male,49
642,2023-01-06,Ontario,Male,47
643,2022-11-07,Ontario,Male,44
644,2020-05-21,Ontario,Male,30
645,2021-09-13,Ontario,Male,41
646,2021-05-16,Alberta,Male,46
647,2022-02-10,Quebec,Male,40
648,2024-10-02,Quebec,Male,20
649,2022-05-11,British Columbia,Male,38
650,2023-12-02,Quebec,Female,45
651,2020-08-19,Ontario,Male,26
652,2023-08-04,Quebec,Female,52
653,2024-02-05,Quebec,Male,19
654,2020-10-18,British Columbia,Female,47
655,2021-05-16,Quebec,Female,25
656,2023-12-02,Ontario,Female,39
657,2023-12-02,Ontario,Female,63
658,2020-12-17,Ontario,Female,38
659,2021-03-17,Quebec,Female,30
660,2020-10-18,Quebec,Male,57
661,2021-04-16,Ontario,Female,57
662,2020-12-17,Manitoba,Male,60
663,2020-09-18,Quebec,Female,38
664,2021-02-15,Ontario,Female,64
665,2020-01-22,Ontario,Male,18
666,2023-09-03,Ontario,Female,24
667,2022-04-11,Ontario,Male,19
668,2023-01-06,Ontario,Male,64
669,2023-05-06,Ontario,Female,23
670,2020-02-21,Ontario,Male,35
671,2023-06-05,Ontario,Male,40
672,2023-03-07,Alberta,Female,20
673,2020-02-21,Ontario,Female,24
674,2022-08-09,Quebec,Male,31
675,2020-05-21,Quebec,Female,22
676,2022-10-08,Manitoba,Female,62
677,2020-04-21,Ontario,Female,21
678,2022-11-07,Ontario,Male,42
679,2024-05-05,Manitoba,Male,22
680,2023-09-03,Alberta,Male,30
681,2024-05-05,British Columbia,Female,18
682,2021-05-16,Ontario,Female,52
683,2021-02-15,Ontario,Male,24
684,2024-01-06,Quebec,Female,46
685,2020-12-17,Alberta,Male,59
686,2021-01-16,Quebec,Female,59
687,2021-10-13,Quebec,Male,50
688,2022-02-10,Ontario,Female,20
689,2020-12-17,British Columbia,Female,38
690,2020-07-20,Ontario,Female,58
691,2023-10-03,Ontario,Female,45
692,2021-05-16,Quebec,Female,32
693,2022-08-09,Quebec,Female,20
694,2023-06-05,Ontario,Female,50
695,2020-02-21,Ontario,Male,45
696,2023-03-07,Quebec,Female,29
697,2022-11-07,Ontario,Male,45
698,2023-12-02,Quebec,Female,22
699,2022-10-08,Ontario,Female,50
700,2021-06-15,Quebec,Male,63
701,2021-10-13,Quebec,Female,56
702,2020-02-21,Ontario,Male,63
703,2021-01-16,Ontario,Female,22
704,2024-05-05,Ontario,Female,60
705,2020-11-17,Ontario,Male,45
706,2024-01-06,Manitoba,Male,18
707,2024-01-06,Ontario,Female,29
708,2021-07-15,British Columbia,Female,36
709,2023-12-02,Ontario,Female,65
710,2021-05-16,Quebec,Male,57
711,2021-04-16,British Columbia,Female,46
712,2024-08-03,Quebec,Female,56
713,2024-03-06,Quebec,Female,63
714,2021-08-14,Quebec,Male,25
715,2020-09-18,Ontario,Male,51
716,2023-09-03,Alberta,Female,60
717,2023-06-05,British Columbia,Male,43
718,2021-01-16,Manitoba,Female,39
719,2020-11-17,Ontario,Female,21
720,2020-07-20,British Columbia,Female,52
721,2022-12-07,Alberta,Female,28
722,2021-08-14,Ontario,Female,37
723,2020-12-17,Ontario,Male,28
724,2023-01-06,British Columbia,Male,34
725,2022-11-07,Quebec,Female,38
726,2020-09-18,British Columbia,Male,58
727,2023-09-03,Ontario,Male,25
