contract_id,customer_id,subscription_type,contract_length,start_date,end_date
63,63,Premium,Quarterly,2020-07-20,2025-03-31
64,64,Basic,Annual,2022-04-11,2023-04-11
65,65,Basic,Quarterly,2024-09-02,2025-03-31
66,66,Basic,Quarterly,2021-11-12,2022-11-12
67,67,Basic,Quarterly,2020-05-21,2021-05-21
68,68,Premium,Monthly,2023-12-02,2025-01-30
69,69,Basic,Quarterly,2023-03-07,2024-03-06
70,70,Basic,Monthly,2024-10-02,2024-12-31
71,71,Standard,Monthly,2021-05-16,2022-05-16
72,72,Standard,Monthly,2020-01-22,2021-01-21
73,73,Standard,Monthly,2022-10-08,2025-01-30
74,74,Basic,Monthly,2022-09-08,2025-01-30
75,75,Basic,Annual,2021-12-12,2022-12-12
76,76,Premium,Annual,2022-08-09,2023-08-09
77,77,Standard,Quarterly,2020-10-18,2025-03-31
78,78,Premium,Annual,2020-09-18,2025-12-26
79,79,Standard,Monthly,2022-03-12,2025-01-30
80,80,Basic,Quarterly,2024-06-04,2024-12-31
81,81,Premium,Monthly,2024-01-06,2025-01-30
82,82,Premium,Quarterly,2020-11-17,2021-11-17
83,83,Premium,Annual,2022-03-12,2025-12-26
84,84,Standard,Annual,2021-04-16,2022-04-16
85,85,Standard,Monthly,2024-03-06,2025-01-30
86,86,Standard,Monthly,2023-10-03,2024-10-02
87,87,Standard,Annual,2020-02-21,2021-02-20
88,88,Basic,Monthly,2020-01-22,2025-01-30
89,89,Premium,Monthly,2021-08-14,2022-08-14
90,90,Premium,Quarterly,2024-12-01,2025-03-31
91,91,Premium,Monthly,2020-02-21,2021-02-20
92,92,Standard,Monthly,2023-04-06,2025-01-30
93,93,Basic,Monthly,2020-03-22,2025-01-30
94,94,Basic,Monthly,2023-07-05,2024-07-04
95,95,Premium,Annual,2021-07-15,2025-12-26
96,96,Premium,Quarterly,2022-05-11,2025-03-31
97,97,Premium,Quarterly,2023-12-02,2025-03-31
98,98,Standard,Monthly,2021-04-16,2022-04-16
99,99,Standard,Monthly,2021-09-13,2022-09-13
100,100,Premium,Annual,2022-11-07,2025-12-26
101,101,Standard,Annual,2020-08-19,2025-12-26
102,102,Basic,Monthly,2020-08-19,2021-08-19
103,103,Premium,Annual,2020-03-22,2021-03-22
104,104,Premium,Monthly,2024-01-06,2024-12-31
105,105,Basic,Quarterly,2022-11-07,2023-11-07
106,106,Standard,Monthly,2020-11-17,2021-11-17
107,107,Basic,Monthly,2020-05-21,2021-05-21
108,108,Premium,Quarterly,2022-12-07,2025-03-31
109,109,Premium,Quarterly,2020-01-22,2025-03-31
110,110,Premium,Quarterly,2020-05-21,2025-03-31
111,111,Basic,Monthly,2022-02-10,2025-01-30
112,112,Standard,Quarterly,2020-10-18,2025-03-31
113,113,Standard,Quarterly,2024-01-06,2024-12-31
114,114,Standard,Quarterly,2021-02-15,2025-03-31
115,115,Standard,Monthly,2022-06-10,2023-06-10
116,116,Standard,Annual,2023-07-05,2025-12-26
117,117,Premium,Annual,2023-05-06,2025-12-26
118,118,Basic,Monthly,2021-03-17,2022-03-17
119,119,Basic,Monthly,2024-06-04,2025-01-30
120,120,Premium,Annual,2022-09-08,2023-09-08
121,121,Standard,Annual,2024-02-05,2025-12-26
122,122,Premium,Annual,2022-11-07,2023-11-07
123,123,Premium,Annual,2023-12-02,2025-12-26
124,124,Basic,Quarterly,2021-05-16,2022-05-16
125,125,Premium,Quarterly,2021-08-14,2025-03-31
126,126,Basic,Monthly,2023-12-02,2025-01-30
127,127,Premium,Monthly,2020-03-22,2025-01-30
128,128,Standard,Monthly,2024-01-06,2024-12-31
129,129,Basic,Annual,2020-09-18,2021-09-18
130,130,Premium,Monthly,2020-01-22,2025-01-30
131,131,Premium,Annual,2020-06-20,2021-06-20
132,132,Premium,Quarterly,2021-12-12,2022-12-12
133,133,Basic,Annual,2022-06-10,2023-06-10
134,134,Premium,Quarterly,2024-08-03,2025-03-31
135,135,Premium,Monthly,2024-04-05,2025-01-30
136,136,Basic,Annual,2020-08-19,2021-08-19
137,137,Standard,Monthly,2020-01-22,2021-01-21
138,138,Standard,Monthly,2023-04-06,2024-04-05
139,139,Basic,Quarterly,2024-08-03,2024-12-31
140,140,Basic,Monthly,2023-08-04,2025-01-30
141,141,Basic,Monthly,2023-11-02,2025-01-30
142,142,Standard,Annual,2021-08-14,2022-08-14
143,143,Premium,Monthly,2021-08-14,2022-08-14
144,144,Standard,Quarterly,2022-11-07,2023-11-07
145,145,Premium,Annual,2024-01-06,2024-12-31
146,146,Premium,Monthly,2021-11-12,2022-11-12
147,147,Premium,Quarterly,2020-12-17,2025-03-31
148,148,Premium,Monthly,2023-12-02,2024-12-01
149,149,Premium,Monthly,2021-01-16,2025-01-30
150,150,Basic,Monthly,2023-02-05,2024-02-05
151,151,Basic,Monthly,2024-08-03,2025-01-30
152,152,Standard,Monthly,2021-12-12,2022-12-12
153,153,Premium,Quarterly,2020-12-17,2025-03-31
154,154,Premium,Monthly,2022-12-07,2025-01-30
155,155,Premium,Annual,2021-04-16,2022-04-16
156,156,Premium,Annual,2020-09-18,2021-09-18
157,157,Premium,Monthly,2021-10-13,2022-10-13
158,158,Standard,Quarterly,2020-03-22,2021-03-22
159,159,Premium,Annual,2022-06-10,2023-06-10
160,160,Standard,Monthly,2023-12-02,2024-12-01
161,161,Basic,Annual,2021-12-12,2022-12-12
162,162,Standard,Quarterly,2023-04-06,2025-03-31
163,163,Standard,Monthly,2020-04-21,2021-04-21
164,164,Standard,Annual,2020-04-21,2021-04-21
165,165,Basic,Annual,2021-08-14,2022-08-14
166,166,Premium,Annual,2021-06-15,2022-06-15
167,167,Premium,Monthly,2021-08-14,2025-01-30
168,168,Standard,Annual,2024-10-02,2025-12-26
169,169,Standard,Quarterly,2020-11-17,2021-11-17
170,170,Basic,Quarterly,2024-03-06,2025-03-31
171,171,Standard,Quarterly,2021-09-13,2022-09-13
172,172,Basic,Quarterly,2021-08-14,2025-03-31
173,173,Premium,Quarterly,2023-10-03,2025-03-31
174,174,Basic,Quarterly,2022-04-11,2025-03-31
175,175,Premium,Quarterly,2022-02-10,2025-03-31
176,176,Basic,Annual,2022-07-10,2025-12-26
177,177,Premium,Monthly,2023-12-02,2025-01-30
178,178,Basic,Monthly,2022-08-09,2025-01-30
179,179,Basic,Monthly,2022-02-10,2025-01-30
180,180,Basic,Monthly,2023-01-06,2025-01-30
181,181,Standard,Annual,2023-01-06,2025-12-26
182,182,Standard,Quarterly,2020-06-20,2021-06-20
183,183,Standard,Annual,2022-02-10,2023-02-10
184,184,Basic,Monthly,2023-05-06,2025-01-30
185,185,Basic,Monthly,2023-01-06,2025-01-30
186,186,Premium,Quarterly,2023-12-02,2025-03-31
187,187,Premium,Monthly,2020-12-17,2021-12-17
188,188,Premium,Quarterly,2021-08-14,2025-03-31
189,189,Basic,Monthly,2024-06-04,2024-12-31
190,190,Basic,Monthly,2021-08-14,2022-08-14
191,191,Basic,Monthly,2023-04-06,2025-01-30
192,192,Premium,Quarterly,2024-07-04,2025-03-31
193,193,Basic,Monthly,2021-08-14,2025-01-30
194,194,Premium,Annual,2020-07-20,2025-12-26
195,195,Basic,Annual,2022-01-11,2023-01-11
196,196,Standard,Quarterly,2021-05-16,2025-03-31
197,197,Premium,Annual,2023-10-03,2024-10-02
198,198,Basic,Quarterly,2022-07-10,2023-07-10
199,199,Premium,Annual,2023-02-05,2025-12-26
200,200,Standard,Quarterly,2020-07-20,2021-07-20
201,201,Premium,Monthly,2021-03-17,2022-03-17
202,202,Standard,Monthly,2020-02-21,2021-02-20
203,203,Standard,Annual,2020-09-18,2021-09-18
204,204,Premium,Monthly,2020-11-17,2021-11-17
205,205,Basic,Quarterly,2024-10-02,2024-12-31
206,206,Premium,Quarterly,2022-11-07,2023-11-07
207,207,Basic,Annual,2022-01-11,2023-01-11
208,208,Standard,Annual,2020-08-19,2021-08-19
209,209,Premium,Quarterly,2021-06-15,2025-03-31
210,210,Premium,Annual,2020-07-20,2021-07-20
211,211,Basic,Quarterly,2024-02-05,2025-03-31
212,212,Basic,Quarterly,2021-08-14,2025-03-31
213,213,Standard,Monthly,2022-05-11,2025-01-30
214,214,Basic,Monthly,2022-04-11,2025-01-30
215,215,Standard,Monthly,2021-03-17,2025-01-30
216,216,Premium,Monthly,2020-12-17,2025-01-30
217,217,Basic,Quarterly,2020-12-17,2025-03-31
218,218,Standard,Quarterly,2022-09-08,2025-03-31
219,219,Basic,Annual,2023-10-03,2025-12-26
220,220,Premium,Monthly,2020-10-18,2021-10-18
221,221,Basic,Monthly,2022-04-11,2023-04-11
222,222,Basic,Quarterly,2020-11-17,2021-11-17
223,223,Basic,Monthly,2022-04-11,2025-01-30
224,224,Basic,Quarterly,2020-04-21,2025-03-31
225,225,Standard,Monthly,2024-03-06,2025-01-30
226,226,Standard,Monthly,2021-12-12,2022-12-12
227,227,Basic,Annual,2023-04-06,2025-12-26
228,228,Standard,Quarterly,2021-09-13,2022-09-13
229,229,Premium,Monthly,2024-07-04,2025-01-30
230,230,Basic,Annual,2020-08-19,2021-08-19
231,231,Premium,Annual,2024-11-01,2025-12-26
232,232,Basic,Annual,2023-02-05,2025-12-26
233,233,Standard,Annual,2021-06-15,2022-06-15
234,234,Standard,Monthly,2021-08-14,2022-08-14
235,235,Basic,Monthly,2021-04-16,2022-04-16
236,236,Standard,Quarterly,2020-08-19,2025-03-31
237,237,Basic,Annual,2022-12-07,2025-12-26
238,238,Standard,Monthly,2020-03-22,2021-03-22
239,239,Premium,Annual,2021-03-17,2022-03-17
240,240,Premium,Monthly,2022-05-11,2023-05-11
241,241,Standard,Monthly,2021-08-14,2022-08-14
242,242,Standard,Annual,2024-12-01,2025-12-26
243,243,Basic,Monthly,2022-09-08,2025-01-30
244,244,Standard,Quarterly,2024-08-03,2025-03-31
245,245,Basic,Monthly,2024-02-05,2025-01-30
246,246,Standard,Monthly,2021-03-17,2022-03-17
247,247,Standard,Annual,2023-05-06,2025-12-26
248,248,Standard,Quarterly,2024-06-04,2025-03-31
249,249,Standard,Quarterly,2021-03-17,2025-03-31
250,250,Basic,Quarterly,2020-07-20,2025-03-31
251,251,Basic,Monthly,2022-08-09,2025-01-30
252,252,Basic,Quarterly,2023-08-04,2025-03-31
253,253,Basic,Monthly,2023-11-02,2025-01-30
254,254,Premium,Quarterly,2020-04-21,2025-03-31
255,255,Basic,Monthly,2020-07-20,2021-07-20
256,256,Basic,Quarterly,2020-06-20,2021-06-20
257,257,Premium,Annual,2022-07-10,2025-12-26
258,258,Premium,Monthly,2022-07-10,2023-07-10
259,259,Standard,Quarterly,2021-06-15,2022-06-15
260,260,Standard,Annual,2020-01-22,2025-12-26
261,261,Basic,Annual,2022-04-11,2025-12-26
262,262,Basic,Annual,2024-02-05,2025-12-26
263,263,Standard,Annual,2021-05-16,2022-05-16
264,264,Basic,Monthly,2023-08-04,2025-01-30
265,265,Premium,Monthly,2023-04-06,2024-04-05
266,266,Standard,Annual,2021-11-12,2022-11-12
267,267,Basic,Monthly,2020-07-20,2021-07-20
268,268,Standard,Quarterly,2023-09-03,2024-09-02
269,269,Premium,Annual,2021-05-16,2022-05-16
270,270,Basic,Quarterly,2022-07-10,2023-07-10
271,271,Premium,Monthly,2022-04-11,2025-01-30
272,272,Standard,Quarterly,2024-02-05,2025-03-31
273,273,Standard,Annual,2024-07-04,2025-12-26
274,274,Premium,Quarterly,2024-08-03,2025-03-31
275,275,Premium,Annual,2023-08-04,2025-12-26
276,276,Standard,Annual,2021-01-16,2025-12-26
277,277,Basic,Monthly,2021-04-16,2025-01-30
278,278,Basic,Monthly,2021-01-16,2025-01-30
279,279,Standard,Quarterly,2022-09-08,2025-03-31
280,280,Basic,Monthly,2023-10-03,2025-01-30
281,281,Basic,Monthly,2020-12-17,2021-12-17
282,282,Premium,Monthly,2022-02-10,2025-01-30
283,283,Premium,Quarterly,2021-02-15,2025-03-31
284,284,Basic,Quarterly,2020-03-22,2021-03-22
285,285,Basic,Quarterly,2023-05-06,2025-03-31
286,286,Standard,Monthly,2024-04-05,2024-12-31
287,287,Premium,Monthly,2024-05-05,2025-01-30
288,288,Basic,Annual,2024-05-05,2025-12-26
289,289,Standard,Monthly,2024-03-06,2025-01-30
290,290,Premium,Annual,2023-08-04,2025-12-26
291,291,Premium,Annual,2024-10-02,2025-12-26
292,292,Premium,Annual,2022-05-11,2023-05-11
293,293,Basic,Monthly,2022-03-12,2023-03-12
294,294,Basic,Annual,2022-07-10,2023-07-10
295,295,Basic,Annual,2024-03-06,2025-12-26
296,296,Basic,Monthly,2020-06-20,2021-06-20
297,297,Basic,Monthly,2023-08-04,2025-01-30
298,298,Standard,Monthly,2020-10-18,2025-01-30
299,299,Basic,Monthly,2024-05-05,2024-12-31
300,300,Basic,Monthly,2024-03-06,2025-01-30
301,301,Premium,Monthly,2021-02-15,2025-01-30
302,302,Basic,Monthly,2020-03-22,2021-03-22
303,303,Basic,Annual,2023-02-05,2025-12-26
304,304,Standard,Monthly,2020-01-22,2025-01-30
305,305,Basic,Monthly,2024-11-01,2024-12-31
306,306,Basic,Annual,2022-09-08,2025-12-26
307,307,Standard,Quarterly,2022-03-12,2023-03-12
308,308,Premium,Annual,2024-03-06,2025-12-26
309,309,Standard,Annual,2024-12-01,2025-12-26
310,310,Standard,Quarterly,2020-07-20,2021-07-20
311,311,Premium,Quarterly,2023-08-04,2025-03-31
312,312,Premium,Quarterly,2023-10-03,2024-10-02
313,313,Standard,Annual,2023-10-03,2025-12-26
314,314,Basic,Annual,2022-05-11,2025-12-26
315,315,Premium,Annual,2024-04-05,2025-12-26
316,316,Standard,Quarterly,2022-04-11,2023-04-11
317,317,Standard,Monthly,2024-08-03,2025-01-30
318,318,Premium,Monthly,2024-06-04,2025-01-30
319,319,Basic,Quarterly,2022-02-10,2025-03-31
320,320,Premium,Monthly,2021-02-15,2022-02-15
321,321,Premium,Monthly,2020-01-22,2021-01-21
322,322,Premium,Monthly,2022-01-11,2023-01-11
323,323,Standard,Annual,2021-03-17,2025-12-26
324,324,Standard,Annual,2022-12-07,2023-12-07
325,325,Standard,Monthly,2020-12-17,2021-12-17
326,326,Premium,Quarterly,2022-10-08,2025-03-31
327,327,Basic,Quarterly,2020-09-18,2025-03-31
328,328,Premium,Quarterly,2024-12-01,2025-03-31
329,329,Standard,Quarterly,2020-11-17,2025-03-31
330,330,Standard,Quarterly,2020-01-22,2021-01-21
331,331,Basic,Quarterly,2021-04-16,2022-04-16
332,332,Basic,Quarterly,2024-12-01,2025-03-31
333,333,Basic,Annual,2020-12-17,2021-12-17
334,334,Premium,Monthly,2023-07-05,2025-01-30
335,335,Basic,Annual,2023-02-05,2025-12-26
336,336,Basic,Annual,2023-04-06,2025-12-26
337,337,Standard,Monthly,2020-01-22,2021-01-21
338,338,Standard,Monthly,2022-09-08,2023-09-08
339,339,Standard,Monthly,2020-07-20,2025-01-30
340,340,Basic,Quarterly,2022-12-07,2023-12-07
341,341,Premium,Quarterly,2022-03-12,2025-03-31
342,342,Premium,Annual,2021-08-14,2022-08-14
343,343,Standard,Annual,2021-06-15,2022-06-15
344,344,Standard,Annual,2023-04-06,2025-12-26
345,345,Premium,Quarterly,2020-08-19,2025-03-31
346,346,Standard,Annual,2022-11-07,2023-11-07
347,347,Basic,Quarterly,2020-11-17,2021-11-17
348,348,Premium,Annual,2020-01-22,2025-12-26
349,349,Standard,Monthly,2020-11-17,2025-01-30
350,350,Basic,Monthly,2021-01-16,2025-01-30
351,351,Standard,Quarterly,2020-10-18,2025-03-31
352,352,Premium,Annual,2024-06-04,2025-12-26
353,353,Basic,Monthly,2020-02-21,2025-01-30
354,354,Premium,Quarterly,2023-03-07,2025-03-31
355,355,Premium,Quarterly,2022-01-11,2023-01-11
356,356,Premium,Monthly,2021-12-12,2022-12-12
357,357,Standard,Quarterly,2023-01-06,2024-01-06
358,358,Standard,Quarterly,2022-08-09,2023-08-09
359,359,Basic,Annual,2023-07-05,2025-12-26
360,360,Standard,Annual,2024-11-01,2024-12-31
361,361,Premium,Quarterly,2024-10-02,2025-03-31
362,362,Standard,Monthly,2021-03-17,2022-03-17
363,363,Premium,Annual,2020-09-18,2025-12-26
364,364,Basic,Annual,2020-07-20,2025-12-26
365,365,Standard,Annual,2021-11-12,2025-12-26
366,366,Premium,Monthly,2021-10-13,2025-01-30
367,367,Standard,Quarterly,2024-09-02,2025-03-31
368,368,Standard,Annual,2021-12-12,2022-12-12
369,369,Premium,Annual,2024-08-03,2024-12-31
370,370,Premium,Quarterly,2021-06-15,2022-06-15
371,371,Basic,Annual,2020-05-21,2021-05-21
372,372,Standard,Quarterly,2022-08-09,2023-08-09
373,373,Standard,Monthly,2021-05-16,2025-01-30
374,374,Standard,Annual,2021-05-16,2025-12-26
375,375,Premium,Quarterly,2020-09-18,2025-03-31
376,376,Basic,Quarterly,2021-11-12,2022-11-12
377,377,Premium,Monthly,2020-04-21,2021-04-21
378,378,Basic,Annual,2024-08-03,2025-12-26
379,379,Premium,Monthly,2023-04-06,2025-01-30
380,380,Premium,Annual,2021-07-15,2022-07-15
381,381,Basic,Monthly,2021-03-17,2022-03-17
382,382,Basic,Annual,2020-01-22,2021-01-21
383,383,Basic,Monthly,2020-03-22,2021-03-22
384,384,Premium,Monthly,2021-03-17,2022-03-17
385,385,Basic,Quarterly,2022-12-07,2025-03-31
386,386,Basic,Quarterly,2023-03-07,2025-03-31
387,387,Standard,Annual,2021-09-13,2025-12-26
388,388,Basic,Quarterly,2022-08-09,2023-08-09
389,389,Standard,Quarterly,2022-04-11,2023-04-11
390,390,Basic,Quarterly,2022-09-08,2023-09-08
391,391,Basic,Annual,2022-02-10,2025-12-26
392,392,Premium,Quarterly,2021-11-12,2022-11-12
393,393,Premium,Annual,2022-04-11,2025-12-26
394,394,Premium,Quarterly,2022-06-10,2025-03-31
395,395,Standard,Annual,2023-05-06,2024-05-05
396,396,Standard,Annual,2020-10-18,2025-12-26
397,397,Basic,Quarterly,2023-02-05,2025-03-31
398,398,Standard,Monthly,2022-06-10,2023-06-10
399,399,Premium,Quarterly,2021-12-12,2025-03-31
400,400,Premium,Annual,2023-09-03,2025-12-26
401,401,Standard,Annual,2023-08-04,2025-12-26
402,402,Basic,Annual,2022-10-08,2025-12-26
403,403,Standard,Annual,2022-03-12,2023-03-12
404,404,Basic,Monthly,2024-05-05,2025-01-30
405,405,Standard,Annual,2020-11-17,2021-11-17
406,406,Standard,Monthly,2020-04-21,2021-04-21
407,407,Basic,Annual,2021-02-15,2025-12-26
408,408,Standard,Annual,2022-07-10,2025-12-26
409,409,Premium,Monthly,2023-06-05,2024-06-04
410,410,Premium,Annual,2020-05-21,2025-12-26
411,411,Premium,Annual,2023-06-05,2024-06-04
412,412,Premium,Quarterly,2020-01-22,2021-01-21
413,413,Premium,Annual,2021-09-13,2022-09-13
414,414,Standard,Monthly,2023-06-05,2025-01-30
415,415,Premium,Monthly,2023-07-05,2024-07-04
416,416,Basic,Quarterly,2023-02-05,2025-03-31
417,417,Basic,Annual,2022-11-07,2023-11-07
418,418,Basic,Annual,2024-09-02,2024-12-31
419,419,Basic,Monthly,2023-03-07,2024-03-06
420,420,Basic,Quarterly,2020-09-18,2025-03-31
421,421,Basic,Annual,2023-04-06,2025-12-26
422,422,Basic,Annual,2021-09-13,2025-12-26
423,423,Basic,Annual,2023-06-05,2024-06-04
424,424,Standard,Annual,2022-01-11,2025-12-26
425,425,Standard,Annual,2020-12-17,2025-12-26
426,426,Standard,Quarterly,2021-02-15,2022-02-15
427,427,Basic,Monthly,2020-02-21,2025-01-30
428,428,Standard,Monthly,2022-11-07,2025-01-30
429,429,Standard,Monthly,2022-07-10,2025-01-30
430,430,Standard,Quarterly,2021-05-16,2022-05-16
431,431,Premium,Annual,2022-09-08,2025-12-26
432,432,Premium,Quarterly,2020-04-21,2025-03-31
433,433,Basic,Monthly,2021-06-15,2022-06-15
434,434,Standard,Quarterly,2022-09-08,2023-09-08
435,435,Premium,Annual,2022-08-09,2023-08-09
436,436,Standard,Annual,2020-09-18,2025-12-26
437,437,Standard,Quarterly,2023-06-05,2025-03-31
438,438,Basic,Annual,2020-04-21,2021-04-21
439,439,Premium,Quarterly,2021-03-17,2022-03-17
440,440,Premium,Monthly,2020-07-20,2025-01-30
441,441,Premium,Monthly,2021-05-16,2022-05-16
442,442,Basic,Annual,2021-02-15,2022-02-15
443,443,Basic,Monthly,2020-09-18,2021-09-18
444,444,Standard,Quarterly,2024-03-06,2024-12-31
445,445,Premium,Monthly,2021-04-16,2022-04-16
446,446,Premium,Monthly,2023-03-07,2024-03-06
447,447,Standard,Quarterly,2023-04-06,2025-03-31
448,448,Premium,Annual,2024-09-02,2025-12-26
449,449,Standard,Quarterly,2021-08-14,2025-03-31
450,450,Basic,Monthly,2024-04-05,2025-01-30
451,451,Premium,Monthly,2021-02-15,2025-01-30
452,452,Standard,Annual,2022-12-07,2025-12-26
453,453,Standard,Annual,2020-06-20,2021-06-20
454,454,Basic,Monthly,2022-03-12,2023-03-12
455,455,Basic,Quarterly,2020-07-20,2021-07-20
456,456,Basic,Quarterly,2023-03-07,2025-03-31
457,457,Basic,Monthly,2022-03-12,2025-01-30
458,458,Basic,Monthly,2024-02-05,2025-01-30
459,459,Premium,Annual,2020-08-19,2021-08-19
460,460,Premium,Monthly,2021-01-16,2022-01-16
461,461,Standard,Quarterly,2023-01-06,2024-01-06
462,462,Basic,Annual,2022-11-07,2023-11-07
463,463,Standard,Monthly,2023-04-06,2025-01-30
464,464,Premium,Monthly,2022-05-11,2023-05-11
465,465,Standard,Annual,2022-12-07,2025-12-26
466,466,Standard,Annual,2020-03-22,2021-03-22
467,467,Premium,Quarterly,2024-02-05,2025-03-31
468,468,Standard,Annual,2022-04-11,2025-12-26
469,469,Basic,Quarterly,2021-10-13,2025-03-31
470,470,Premium,Quarterly,2023-07-05,2024-07-04
471,471,Standard,Quarterly,2024-10-02,2025-03-31
472,472,Standard,Annual,2020-03-22,2021-03-22
473,473,Premium,Quarterly,2022-08-09,2025-03-31
474,474,Basic,Monthly,2022-01-11,2023-01-11
475,475,Basic,Annual,2022-09-08,2023-09-08
476,476,Premium,Annual,2023-05-06,2025-12-26
477,477,Standard,Quarterly,2021-12-12,2025-03-31
478,478,Basic,Annual,2020-11-17,2025-12-26
479,479,Standard,Annual,2021-06-15,2025-12-26
480,480,Basic,Quarterly,2020-12-17,2025-03-31
481,481,Basic,Quarterly,2022-07-10,2023-07-10
482,482,Standard,Monthly,2022-02-10,2025-01-30
483,483,Premium,Annual,2023-10-03,2025-12-26
484,484,Premium,Annual,2024-10-02,2025-12-26
485,485,Premium,Monthly,2020-08-19,2021-08-19
486,486,Premium,Monthly,2021-02-15,2025-01-30
487,487,Premium,Annual,2022-03-12,2025-12-26
488,488,Basic,Monthly,2023-08-04,2025-01-30
489,489,Premium,Annual,2020-03-22,2021-03-22
490,490,Standard,Annual,2020-12-17,2025-12-26
491,491,Standard,Quarterly,2022-01-11,2023-01-11
492,492,Premium,Annual,2022-06-10,2025-12-26
493,493,Standard,Quarterly,2021-09-13,2025-03-31
494,494,Standard,Annual,2020-06-20,2021-06-20
495,495,Premium,Monthly,2020-02-21,2025-01-30
496,496,Premium,Monthly,2021-01-16,2022-01-16
497,497,Premium,Annual,2023-04-06,2024-04-05
498,498,Standard,Annual,2021-07-15,2022-07-15
499,499,Basic,Monthly,2023-05-06,2025-01-30
500,500,Standard,Annual,2020-02-21,2021-02-20
501,501,Basic,Annual,2024-01-06,2025-12-26
502,502,Premium,Quarterly,2024-11-01,2025-03-31
503,503,Basic,Annual,2023-09-03,2025-12-26
504,504,Basic,Annual,2024-02-05,2025-12-26
505,505,Premium,Annual,2021-07-15,2025-12-26
506,506,Premium,Annual,2024-01-06,2025-12-26
507,507,Premium,Monthly,2022-06-10,2023-06-10
508,508,Basic,Annual,2022-03-12,2023-03-12
509,509,Premium,Annual,2021-04-16,2025-12-26
510,510,Standard,Quarterly,2020-11-17,2021-11-17
511,511,Basic,Annual,2023-09-03,2024-09-02
512,512,Standard,Annual,2022-04-11,2025-12-26
513,513,Premium,Quarterly,2024-09-02,2025-03-31
514,514,Standard,Quarterly,2021-04-16,2022-04-16
515,515,Standard,Quarterly,2022-05-11,2023-05-11
516,516,Premium,Annual,2021-12-12,2022-12-12
517,517,Premium,Quarterly,2023-07-05,2024-07-04
