transaction_id,customer_id,transaction_date,product_id,revenue
35378,3693,2024-01-02,5,27.6
30163,3142,2024-01-02,3,12.55
38022,3994,2024-01-02,1,25.63
6746,693,2024-01-02,3,17.37
35279,3687,2024-01-02,6,8.67
17169,1821,2024-01-02,3,20.12
46690,4890,2024-01-02,5,12.42
27260,2860,2024-01-02,5,16.57
33354,3484,2024-01-02,4,23.08
38065,3996,2024-01-02,1,50.66
11082,1182,2024-01-02,4,9.13
17057,1813,2024-01-02,4,7.98
714,69,2024-01-02,3,9.97
38194,4012,2024-01-02,1,39.01
16938,1796,2024-01-02,4,11.34
35115,3666,2024-01-02,6,7.06
6174,645,2024-01-02,6,16.36
41481,4368,2024-01-02,6,32.41
44881,4715,2024-01-02,6,7.56
6071,638,2024-01-02,2,6.69
24798,2595,2024-01-02,6,8.92
5952,627,2024-01-02,2,17.8
5933,625,2024-01-02,4,13.9
5914,619,2024-01-02,1,2.04
20574,2179,2024-01-02,1,7.4
30238,3150,2024-01-02,6,29.92
10990,1174,2024-01-02,2,8.93
47,4,2024-01-02,6,13.74
31157,3245,2024-01-02,3,42.87
9974,1058,2024-01-02,1,39.22
18075,1907,2024-01-02,6,2.55
18029,1905,2024-01-02,5,14.77
18671,1978,2024-01-02,6,43.41
31388,3277,2024-01-02,5,77.72
36540,3816,2024-01-02,3,18.19
9993,1062,2024-01-02,3,28.36
10009,1062,2024-01-02,3,29.17
17880,1892,2024-01-02,6,7.81
36012,3752,2024-01-02,4,53.09
27818,2913,2024-01-02,1,10.36
87,8,2024-01-02,4,11.85
25380,2667,2024-01-02,4,23.36
44250,4652,2024-01-02,1,18.91
8859,919,2024-01-02,4,7.08
10237,1089,2024-01-02,1,50.18
21457,2266,2024-01-02,6,46.61
8061,839,2024-01-02,5,25.87
8257,855,2024-01-02,5,16.52
24624,2575,2024-01-02,6,6.48
25263,2653,2024-01-02,3,14.47
17409,1840,2024-01-02,2,34.21
37423,3932,2024-01-02,2,17.02
17420,1840,2024-01-02,4,42.95
8732,908,2024-01-02,3,20.58
17433,1842,2024-01-02,3,15.41
27820,2913,2024-01-02,1,14.68
46337,4857,2024-01-02,6,20.98
19467,2059,2024-01-02,1,23.74
27125,2849,2024-01-02,2,8.96
10676,1145,2024-01-02,1,17.91
5695,599,2024-01-02,1,26.18
46112,4833,2024-01-02,5,10.22
36161,3770,2024-01-02,5,4.24
4051,422,2024-01-02,1,12.92
13245,1416,2024-01-02,5,6.79
22347,2353,2024-01-02,5,50.02
14341,1526,2024-01-02,4,14.39
15078,1601,2024-01-02,1,10.03
3863,402,2024-01-02,4,15.1
32634,3414,2024-01-02,3,11.57
15710,1667,2024-01-02,6,8.74
15106,1603,2024-01-02,6,13.8
15195,1611,2024-01-02,1,28.82
3396,350,2024-01-02,6,8.47
39566,4156,2024-01-02,3,5.06
43058,4531,2024-01-02,2,15.82
16507,1752,2024-01-02,4,15.71
42204,4444,2024-01-02,5,14.16
24868,2600,2024-01-02,3,20.08
3041,311,2024-01-02,5,24.59
33047,3458,2024-01-02,1,6.96
2065,214,2024-01-02,5,3.72
15502,1646,2024-01-02,3,65.08
41322,4349,2024-01-02,2,22.61
15363,1627,2024-01-02,6,9.68
25072,2629,2024-01-02,6,9.88
2511,261,2024-01-02,2,16.32
15616,1656,2024-01-02,3,32.63
14375,1528,2024-01-02,1,8.44
14912,1582,2024-01-02,5,12.57
43280,4555,2024-01-02,5,5.96
16492,1752,2024-01-02,4,14.67
1132,112,2024-01-02,1,13.7
41212,4330,2024-01-02,2,24.26
23467,2471,2024-01-02,4,14.31
1269,125,2024-01-02,4,16.87
14873,1577,2024-01-02,1,16.94
27485,2883,2024-01-02,2,16.66
21965,2318,2024-01-02,1,14.93
34276,3582,2024-01-02,4,21.46
12984,1390,2024-01-02,2,51.34
23230,2447,2024-01-02,1,18.45
15995,1699,2024-01-02,6,13.71
4566,477,2024-01-02,3,2.41
41104,4320,2024-01-02,3,26.16
13094,1399,2024-01-02,6,17.42
26592,2785,2024-01-02,6,39.98
47069,4937,2024-01-02,2,28.36
40559,4258,2024-01-02,1,16.37
27705,2901,2024-01-03,2,15.81
17970,1899,2024-01-03,2,24.9
14205,1514,2024-01-03,5,5.45
43446,4568,2024-01-03,1,39.1
14435,1535,2024-01-03,3,19.14
14036,1497,2024-01-03,3,12.15
46316,4855,2024-01-03,3,17.83
17503,1849,2024-01-03,5,30.29
10126,1079,2024-01-03,3,44.35
18212,1923,2024-01-03,5,20.35
42751,4497,2024-01-03,5,15.94
14790,1571,2024-01-03,4,1.78
578,51,2024-01-03,1,50.13
33409,3490,2024-01-03,2,65.73
12549,1345,2024-01-03,5,14.64
13836,1473,2024-01-03,5,34.53
16657,1765,2024-01-03,6,19.85
16672,1767,2024-01-03,6,9.11
43345,4560,2024-01-03,1,45.43
12258,1318,2024-01-03,5,5.75
16469,1747,2024-01-03,3,10.43
43316,4558,2024-01-03,2,7.94
32085,3353,2024-01-03,4,14.02
42992,4522,2024-01-03,3,16.59
9901,1053,2024-01-03,2,9.23
16399,1740,2024-01-03,4,31.56
16343,1731,2024-01-03,1,5.44
11975,1274,2024-01-03,3,8.65
16179,1717,2024-01-03,5,13.87
41717,4394,2024-01-03,2,72.36
14004,1495,2024-01-03,2,12.22
16133,1714,2024-01-03,1,3.1
15965,1696,2024-01-03,5,12.98
31914,3333,2024-01-03,5,21.52
43996,4626,2024-01-03,5,19.53
15900,1689,2024-01-03,2,5.75
35408,3695,2024-01-03,6,3.03
17143,1820,2024-01-03,1,31.52
43030,4526,2024-01-03,4,8.68
44355,4664,2024-01-03,2,3.74
31856,3329,2024-01-03,2,30.99
42844,4503,2024-01-03,4,51.63
32801,3430,2024-01-03,4,11.31
46261,4851,2024-01-03,4,37.53
43076,4532,2024-01-03,3,11.47
17403,1839,2024-01-03,2,15.46
25124,2634,2024-01-03,2,12.86
35526,3708,2024-01-03,6,21.43
927,93,2024-01-03,3,15.8
36674,3831,2024-01-03,1,16.59
40140,4216,2024-01-03,1,27.55
5931,625,2024-01-03,5,15.98
21300,2253,2024-01-03,1,16.63
2784,285,2024-01-03,5,6.03
40395,4239,2024-01-03,4,4.4
38427,4041,2024-01-03,1,17.84
20927,2218,2024-01-03,4,35.67
38498,4046,2024-01-03,3,14.21
38255,4017,2024-01-03,3,39.93
40522,4254,2024-01-03,1,30.73
47388,4968,2024-01-03,4,12.55
29983,3128,2024-01-03,6,9.9
20501,2173,2024-01-03,4,16.36
7103,726,2024-01-03,4,14.02
30127,3140,2024-01-03,3,20.02
37711,3963,2024-01-03,2,28.52
42475,4470,2024-01-03,4,2.98
44997,4724,2024-01-03,1,11.27
38648,4057,2024-01-03,3,7.28
3075,313,2024-01-03,4,16.77
22130,2333,2024-01-03,4,14.13
4474,468,2024-01-03,3,13.81
29100,3042,2024-01-03,5,35.39
4499,469,2024-01-03,3,22.73
3937,410,2024-01-03,2,10.18
29191,3051,2024-01-03,5,14.89
39184,4113,2024-01-03,3,3.17
21586,2277,2024-01-03,2,4.91
4695,487,2024-01-03,4,16.78
29263,3062,2024-01-03,6,33.89
175,17,2024-01-03,1,41.83
39849,4185,2024-01-03,1,36.99
3494,363,2024-01-03,5,11.27
26061,2736,2024-01-03,6,23.59
29330,3069,2024-01-03,2,6.88
46950,4927,2024-01-03,3,31.8
39034,4090,2024-01-03,2,37.24
40867,4289,2024-01-03,2,2.74
44612,4687,2024-01-03,5,2.52
8741,910,2024-01-03,4,21.93
28487,2981,2024-01-03,6,20.2
1390,140,2024-01-03,6,24.61
19160,2025,2024-01-03,4,13.01
8886,929,2024-01-03,6,18.14
9453,998,2024-01-03,2,4.31
9502,1003,2024-01-03,1,5.45
8857,919,2024-01-03,1,6.52
8832,918,2024-01-03,1,28.93
45093,4731,2024-01-03,6,34.67
43550,4580,2024-01-03,4,32.29
9566,1009,2024-01-03,2,5.68
1684,176,2024-01-03,6,14.79
19104,2022,2024-01-03,6,20.81
23514,2478,2024-01-03,4,31.02
19080,2018,2024-01-03,6,9.79
26459,2775,2024-01-03,1,10.98
19704,2077,2024-01-03,5,15.38
36233,3776,2024-01-03,6,7.02
9832,1044,2024-01-03,1,42.57
37057,3885,2024-01-03,6,9.83
30213,3148,2024-01-03,5,39.07
46634,4886,2024-01-03,4,2.74
45228,4746,2024-01-03,3,4.47
36334,3786,2024-01-03,1,14.83
8017,836,2024-01-03,3,46.0
18467,1951,2024-01-03,5,77.42
42578,4478,2024-01-03,5,23.25
37474,3941,2024-01-03,1,9.42
25008,2624,2024-01-04,5,13.97
13191,1412,2024-01-04,6,30.35
13242,1416,2024-01-04,3,5.63
3561,366,2024-01-04,6,10.21
13277,1419,2024-01-04,5,22.47
40876,4292,2024-01-04,3,26.07
47283,4955,2024-01-04,6,8.13
33497,3498,2024-01-04,3,9.66
1825,186,2024-01-04,5,57.58
4069,423,2024-01-04,3,7.51
10,1,2024-01-04,2,35.52
14269,1519,2024-01-04,5,51.89
33708,3519,2024-01-04,5,31.4
13913,1482,2024-01-04,6,8.31
14274,1522,2024-01-04,1,30.3
1749,180,2024-01-04,5,17.53
1685,176,2024-01-04,5,13.07
878,86,2024-01-04,4,27.18
2900,298,2024-01-04,2,9.77
883,86,2024-01-04,5,35.81
33654,3511,2024-01-04,4,24.47
43061,4531,2024-01-04,2,17.34
3380,349,2024-01-04,6,20.82
3382,349,2024-01-04,4,21.07
4125,427,2024-01-04,4,16.72
9912,1053,2024-01-04,5,16.38
39454,4144,2024-01-04,1,31.69
26829,2816,2024-01-04,2,11.51
37622,3953,2024-01-04,1,5.16
35466,3698,2024-01-04,6,49.3
11148,1188,2024-01-04,1,7.06
8004,829,2024-01-04,6,47.06
8336,865,2024-01-04,2,7.18
37027,3876,2024-01-04,5,6.81
8517,888,2024-01-04,5,10.01
11408,1213,2024-01-04,4,12.11
8718,907,2024-01-04,5,8.04
35820,3735,2024-01-04,6,6.02
8883,928,2024-01-04,4,33.18
9031,942,2024-01-04,3,8.86
9035,942,2024-01-04,6,6.06
33361,3484,2024-01-04,2,18.98
25486,2675,2024-01-04,1,55.63
25385,2667,2024-01-04,3,34.36
9637,1017,2024-01-04,4,19.38
44248,4652,2024-01-04,4,11.15
4138,428,2024-01-04,4,27.47
11594,1238,2024-01-04,2,41.48
6559,683,2024-01-04,2,12.37
4356,452,2024-01-04,5,33.45
13071,1396,2024-01-04,3,39.44
39198,4114,2024-01-04,4,9.98
34339,3589,2024-01-04,3,12.45
487,44,2024-01-04,4,16.02
12588,1349,2024-01-04,5,13.56
38924,4083,2024-01-04,4,15.43
25105,2632,2024-01-04,1,11.71
6694,690,2024-01-04,2,7.35
5364,561,2024-01-04,1,2.04
34772,3633,2024-01-04,3,8.44
27083,2842,2024-01-04,4,81.49
5374,561,2024-01-04,6,3.13
34898,3651,2024-01-04,4,19.45
34906,3651,2024-01-04,4,13.8
5977,629,2024-01-04,3,34.12
12054,1288,2024-01-04,5,11.24
11625,1239,2024-01-04,1,22.1
12430,1332,2024-01-04,5,30.17
12279,1321,2024-01-04,1,18.95
12057,1288,2024-01-04,4,7.01
27410,2875,2024-01-04,1,12.27
22550,2368,2024-01-04,6,23.05
30333,3159,2024-01-04,5,14.09
23976,2522,2024-01-04,3,6.1
28587,2989,2024-01-04,1,21.59
31545,3295,2024-01-04,6,2.66
29084,3037,2024-01-04,4,5.38
32830,3431,2024-01-04,1,17.91
28071,2938,2024-01-04,6,6.63
23574,2482,2024-01-04,1,6.63
29157,3050,2024-01-04,1,15.81
31993,3343,2024-01-04,2,31.18
19379,2051,2024-01-04,6,12.21
17846,1888,2024-01-04,6,8.49
15855,1684,2024-01-04,1,20.76
45310,4753,2024-01-04,4,6.52
30786,3202,2024-01-04,5,17.2
18008,1903,2024-01-04,3,31.95
28639,2994,2024-01-04,5,28.85
24826,2598,2024-01-04,2,17.02
31141,3243,2024-01-04,2,11.39
28980,3025,2024-01-04,3,7.16
16338,1731,2024-01-04,2,6.28
19289,2042,2024-01-04,6,11.86
28820,3010,2024-01-04,6,21.48
16413,1740,2024-01-04,1,30.43
30152,3142,2024-01-04,4,18.31
17154,1820,2024-01-04,4,43.28
20922,2218,2024-01-04,1,27.19
16985,1800,2024-01-04,4,16.99
28743,3006,2024-01-04,3,26.88
33233,3472,2024-01-04,3,4.82
17084,1815,2024-01-04,2,17.36
20520,2174,2024-01-04,4,13.15
20945,2219,2024-01-04,6,22.94
28511,2984,2024-01-04,5,14.93
29905,3122,2024-01-04,4,18.37
20318,2156,2024-01-04,1,11.33
30212,3148,2024-01-04,3,53.07
17114,1818,2024-01-04,4,2.61
24903,2607,2024-01-04,2,8.84
22512,2364,2024-01-04,1,48.35
44687,4693,2024-01-04,5,23.79
31978,3342,2024-01-04,3,25.51
17277,1830,2024-01-04,2,15.92
9686,1022,2024-01-05,5,11.13
9914,1053,2024-01-05,6,12.77
25457,2672,2024-01-05,3,2.31
44018,4627,2024-01-05,1,6.65
29313,3067,2024-01-05,6,47.91
11025,1178,2024-01-05,4,7.21
35979,3750,2024-01-05,6,6.86
10114,1079,2024-01-05,1,33.37
26201,2750,2024-01-05,3,17.05
26236,2752,2024-01-05,1,3.48
35561,3710,2024-01-05,3,13.67
10244,1089,2024-01-05,2,61.01
25362,2666,2024-01-05,3,27.39
3042,311,2024-01-05,6,20.06
10254,1089,2024-01-05,4,45.85
44463,4673,2024-01-05,1,20.32
10368,1106,2024-01-05,1,15.01
39277,4128,2024-01-05,3,17.46
18632,1968,2024-01-05,2,7.53
17558,1860,2024-01-05,1,17.47
10771,1150,2024-01-05,1,7.07
11286,1203,2024-01-05,1,15.17
31542,3295,2024-01-05,2,2.93
25990,2729,2024-01-05,4,23.5
5348,558,2024-01-05,6,26.42
19848,2097,2024-01-05,1,18.45
22826,2396,2024-01-05,5,1.92
37356,3926,2024-01-05,4,5.12
38411,4040,2024-01-05,2,3.04
26070,2736,2024-01-05,1,23.81
26930,2829,2024-01-05,4,9.8
20018,2118,2024-01-05,1,2.25
30234,3150,2024-01-05,3,25.69
41979,4421,2024-01-05,4,27.49
26913,2827,2024-01-05,6,50.76
38301,4025,2024-01-05,6,8.41
37765,3971,2024-01-05,5,21.46
46845,4908,2024-01-05,5,25.26
20287,2151,2024-01-05,1,17.85
22717,2385,2024-01-05,3,12.68
25861,2716,2024-01-05,6,13.37
44959,4721,2024-01-05,2,15.86
42163,4441,2024-01-05,3,5.47
37627,3953,2024-01-05,3,4.0
46633,4886,2024-01-05,4,3.26
46631,4886,2024-01-05,1,4.37
8162,849,2024-01-05,2,33.08
44799,4708,2024-01-05,1,9.34
18758,1989,2024-01-05,6,18.28
30901,3216,2024-01-05,4,13.47
36542,3816,2024-01-05,5,22.88
29362,3070,2024-01-05,6,14.4
23035,2422,2024-01-05,6,4.15
29441,3078,2024-01-05,5,11.89
25971,2725,2024-01-05,4,28.78
30651,3191,2024-01-05,4,16.82
36796,3844,2024-01-05,5,52.95
25501,2675,2024-01-05,6,50.55
27825,2913,2024-01-05,3,14.26
30519,3176,2024-01-05,6,33.97
30490,3173,2024-01-05,4,31.99
22633,2378,2024-01-05,1,8.3
5912,619,2024-01-05,6,1.89
40190,4221,2024-01-05,3,12.95
21408,2261,2024-01-05,1,7.6
8317,864,2024-01-05,6,15.94
24352,2556,2024-01-05,3,6.48
11421,1215,2024-01-05,3,20.37
29812,3112,2024-01-05,2,20.73
16541,1754,2024-01-05,3,12.07
3787,397,2024-01-05,3,37.13
14398,1530,2024-01-05,4,4.9
14878,1577,2024-01-05,3,17.71
41882,4404,2024-01-05,2,11.1
4088,424,2024-01-05,4,10.3
3701,387,2024-01-05,1,17.59
43312,4558,2024-01-05,6,9.0
33833,3534,2024-01-05,1,5.09
22214,2342,2024-01-05,5,6.17
1342,130,2024-01-05,2,4.91
33620,3509,2024-01-05,2,15.56
3606,374,2024-01-05,4,19.11
4059,422,2024-01-05,5,14.51
34165,3570,2024-01-05,4,3.94
3659,385,2024-01-05,5,36.75
45631,4792,2024-01-05,2,7.88
47120,4942,2024-01-05,5,10.76
13947,1485,2024-01-05,5,22.11
12687,1364,2024-01-05,6,12.18
22487,2363,2024-01-05,4,19.46
3826,400,2024-01-05,2,42.94
45469,4774,2024-01-05,1,4.56
26442,2772,2024-01-05,3,14.23
1074,108,2024-01-05,1,20.87
41983,4422,2024-01-05,2,26.3
35282,3687,2024-01-05,4,10.73
880,86,2024-01-05,2,34.85
40984,4302,2024-01-05,4,30.24
44694,4696,2024-01-05,2,22.05
27520,2885,2024-01-05,1,25.31
32646,3415,2024-01-05,2,16.55
13352,1424,2024-01-05,2,35.57
24945,2612,2024-01-05,3,18.79
14635,1558,2024-01-05,6,4.27
22128,2333,2024-01-05,1,14.48
44084,4633,2024-01-05,1,3.7
32450,3396,2024-01-05,2,25.36
1082,109,2024-01-05,5,16.24
13847,1474,2024-01-06,6,27.57
19801,2094,2024-01-06,3,11.58
44845,4711,2024-01-06,2,10.86
19303,2042,2024-01-06,5,10.99
8847,919,2024-01-06,3,7.11
37180,3907,2024-01-06,2,15.02
8240,854,2024-01-06,4,14.48
15480,1640,2024-01-06,1,15.24
27890,2918,2024-01-06,1,23.97
2277,236,2024-01-06,6,4.02
37010,3872,2024-01-06,5,9.4
36994,3871,2024-01-06,5,7.82
8496,887,2024-01-06,6,15.2
19622,2071,2024-01-06,2,10.41
8813,917,2024-01-06,4,4.04
8591,895,2024-01-06,1,4.91
38502,4046,2024-01-06,4,19.0
38578,4051,2024-01-06,6,4.75
38549,4049,2024-01-06,2,2.58
8779,914,2024-01-06,6,42.33
3929,409,2024-01-06,4,28.98
41655,4381,2024-01-06,4,5.17
24745,2591,2024-01-06,1,11.52
15473,1640,2024-01-06,1,28.26
6154,644,2024-01-06,1,5.87
37760,3967,2024-01-06,6,25.46
7202,736,2024-01-06,1,3.84
47313,4957,2024-01-06,2,6.09
33419,3490,2024-01-06,3,57.65
41911,4415,2024-01-06,1,14.75
38379,4038,2024-01-06,2,22.2
3214,329,2024-01-06,2,3.62
38246,4017,2024-01-06,1,69.91
43138,4537,2024-01-06,3,9.54
40258,4226,2024-01-06,6,2.71
14621,1557,2024-01-06,1,5.35
20547,2178,2024-01-06,6,3.0
23766,2503,2024-01-06,3,9.25
6789,697,2024-01-06,5,8.19
43621,4588,2024-01-06,5,10.14
27851,2915,2024-01-06,6,4.29
3478,359,2024-01-06,1,36.83
15402,1632,2024-01-06,4,49.73
27342,2867,2024-01-06,3,77.28
27458,2879,2024-01-06,2,34.69
19963,2108,2024-01-06,6,14.5
29629,3096,2024-01-06,1,4.86
37355,3926,2024-01-06,1,4.53
42585,4478,2024-01-06,5,32.75
39834,4184,2024-01-06,4,17.15
41269,4339,2024-01-06,3,45.15
21165,2245,2024-01-06,5,11.91
44333,4661,2024-01-06,6,6.23
20090,2132,2024-01-06,4,16.01
7678,792,2024-01-06,3,2.74
7614,787,2024-01-06,4,11.38
7609,787,2024-01-06,2,6.69
1120,111,2024-01-06,2,23.75
13250,1416,2024-01-06,6,4.91
2910,298,2024-01-06,6,9.63
8905,930,2024-01-06,5,8.4
21473,2267,2024-01-06,4,7.66
29193,3053,2024-01-06,2,6.04
12505,1338,2024-01-06,3,21.92
43424,4567,2024-01-06,3,14.29
34709,3625,2024-01-06,5,26.24
12408,1331,2024-01-06,5,37.77
26033,2731,2024-01-06,3,11.08
4158,429,2024-01-06,5,20.95
24236,2547,2024-01-06,1,7.77
35925,3745,2024-01-06,4,47.47
35917,3745,2024-01-06,2,64.87
4237,440,2024-01-06,2,6.74
16722,1772,2024-01-06,4,20.21
40110,4215,2024-01-06,5,18.03
43351,4561,2024-01-06,4,19.01
28570,2988,2024-01-06,5,65.13
17431,1842,2024-01-06,6,20.47
35358,3692,2024-01-06,2,2.67
17137,1819,2024-01-06,1,7.86
43981,4624,2024-01-06,3,14.16
1625,173,2024-01-06,6,16.53
31845,3328,2024-01-06,1,8.16
17230,1827,2024-01-06,2,4.85
31308,3267,2024-01-06,5,12.09
22075,2327,2024-01-06,1,26.5
10985,1174,2024-01-06,4,9.62
10956,1170,2024-01-06,4,16.16
28801,3009,2024-01-06,5,26.98
4537,476,2024-01-06,2,4.87
25280,2657,2024-01-06,1,39.3
1820,185,2024-01-06,1,36.12
41033,4307,2024-01-06,1,42.26
4826,501,2024-01-06,3,37.37
31470,3289,2024-01-06,3,16.23
4983,519,2024-01-06,5,4.9
5333,557,2024-01-06,6,18.66
23319,2455,2024-01-06,4,30.54
42706,4493,2024-01-06,6,15.41
12949,1388,2024-01-06,4,13.09
28952,3023,2024-01-06,6,12.35
36471,3803,2024-01-06,3,16.26
36483,3805,2024-01-06,6,25.23
42989,4522,2024-01-06,5,14.99
36521,3811,2024-01-06,4,64.06
34269,3582,2024-01-06,3,35.31
3980,415,2024-01-06,3,8.88
5510,574,2024-01-06,3,45.36
3933,410,2024-01-06,2,11.02
8971,934,2024-01-06,2,2.78
5601,588,2024-01-06,6,16.71
15862,1684,2024-01-06,1,25.39
3993,416,2024-01-06,2,25.28
9517,1004,2024-01-06,2,6.97
30977,3221,2024-01-06,3,12.82
40160,4218,2024-01-06,6,11.38
18564,1961,2024-01-06,1,33.57
42734,4496,2024-01-06,1,21.17
5218,543,2024-01-06,6,22.25
25103,2632,2024-01-06,3,15.78
3257,335,2024-01-06,6,10.25
24397,2558,2024-01-06,4,4.27
22953,2410,2024-01-06,3,27.3
4649,483,2024-01-07,2,16.64
4438,465,2024-01-07,1,33.9
29564,3091,2024-01-07,3,18.47
4800,499,2024-01-07,6,59.29
42389,4462,2024-01-07,4,46.91
40036,4209,2024-01-07,5,13.09
23983,2522,2024-01-07,1,4.79
4786,495,2024-01-07,3,7.3
47308,4956,2024-01-07,6,44.17
4481,468,2024-01-07,2,12.54
38796,4072,2024-01-07,1,8.81
39386,4137,2024-01-07,6,22.12
22368,2355,2024-01-07,4,23.98
29413,3073,2024-01-07,6,11.62
29210,3053,2024-01-07,2,4.69
22378,2355,2024-01-07,5,25.6
44472,4673,2024-01-07,5,35.9
39444,4144,2024-01-07,6,22.78
40045,4209,2024-01-07,2,18.09
3697,387,2024-01-07,6,21.62
4541,476,2024-01-07,5,4.36
22284,2349,2024-01-07,1,12.51
43787,4607,2024-01-07,4,17.71
22463,2361,2024-01-07,5,45.22
3695,387,2024-01-07,5,13.03
24238,2547,2024-01-07,6,8.43
26260,2753,2024-01-07,6,6.95
25121,2634,2024-01-07,4,8.05
12441,1334,2024-01-07,3,32.3
12323,1325,2024-01-07,4,18.67
884,86,2024-01-07,1,35.35
16864,1788,2024-01-07,3,13.8
28064,2938,2024-01-07,5,7.33
1450,147,2024-01-07,6,23.95
11917,1269,2024-01-07,6,8.41
46144,4838,2024-01-07,2,2.38
11774,1257,2024-01-07,2,19.23
11666,1245,2024-01-07,5,15.56
28515,2985,2024-01-07,4,18.46
11208,1197,2024-01-07,1,12.99
40924,4297,2024-01-07,5,37.78
24724,2590,2024-01-07,1,12.99
44601,4687,2024-01-07,3,2.76
17341,1836,2024-01-07,2,14.66
24679,2587,2024-01-07,6,18.97
31718,3315,2024-01-07,6,7.24
43829,4609,2024-01-07,6,32.73
28770,3007,2024-01-07,4,23.2
1300,127,2024-01-07,6,5.28
32259,3375,2024-01-07,1,15.14
45506,4777,2024-01-07,4,37.99
28089,2940,2024-01-07,1,16.33
14761,1568,2024-01-07,3,16.36
